Name,State,Notes,Created,Runtime,no_mask_diagonal,no_vo_rope,untie_attn_weights,untie_ffn_weights,untie_layerwise_weights,use_ffn_after_attn,use_gated_ffn,use_rms_norm,use_single_message_attn,use_std_residual,eval/loss,eval/accuracy
fine-sweep-14,finished,-,2024-10-14T14:43:51.000Z,5883,True,True,True,True,True,False,False,True,True,True,2.93465733528137,0.511004346831388
glorious-sweep-124,finished,-,2024-10-16T00:22:09.000Z,7244,False,False,True,True,False,True,True,True,False,True,2.95708179473876,0.491100434683138
colorful-sweep-168,finished,-,2024-10-16T13:40:55.000Z,5734,False,False,True,False,False,False,True,True,True,False,2.96303510665893,0.493594143216655
lyric-sweep-238,finished,-,2024-10-17T10:31:32.000Z,6326,True,False,True,True,False,True,False,True,True,False,2.97467684745788,0.495424388011896
eternal-sweep-335,finished,-,2024-10-18T15:51:13.000Z,7294,True,False,True,True,False,True,True,True,False,True,2.97789454460144,0.491695264241592
amber-sweep-367,finished,-,2024-10-19T00:56:22.000Z,6221,False,True,True,True,True,True,False,True,True,False,3.04562854766845,0.48808053077099
exalted-sweep-132,finished,-,2024-10-16T03:13:32.000Z,7039,True,True,True,False,True,False,False,True,False,True,3.05142283439636,0.483115991763898
colorful-sweep-149,finished,-,2024-10-16T08:11:43.000Z,5707,True,True,True,True,False,True,True,True,True,True,3.11574721336364,0.467833447723633
decent-sweep-182,finished,-,2024-10-16T18:22:27.000Z,6240,True,False,True,True,True,False,False,True,True,False,3.12690758705139,0.477487989018531
solar-sweep-317,finished,-,2024-10-18T10:49:56.000Z,6152,True,False,True,True,True,False,False,True,True,False,3.12690758705139,0.477487989018531
iconic-sweep-80,finished,-,2024-10-15T11:48:26.000Z,7328,False,False,True,False,False,True,True,True,False,True,3.15194106101989,0.462731640356897
pious-sweep-322,finished,-,2024-10-18T11:59:41.000Z,7599,True,False,True,False,False,True,False,True,False,False,3.16941428184509,0.469114619080302
peach-sweep-349,finished,-,2024-10-18T19:30:25.000Z,7593,True,False,True,False,False,True,False,True,False,False,3.16941428184509,0.469114619080302
vague-sweep-35,finished,-,2024-10-14T20:47:14.000Z,6067,True,False,True,True,False,False,False,True,True,False,3.21221780776977,0.467902081903454
ancient-sweep-53,finished,-,2024-10-15T02:13:44.000Z,6223,False,False,True,False,False,True,False,True,True,True,3.24088597297668,0.467947838023335
good-sweep-333,finished,-,2024-10-18T15:28:50.000Z,6242,False,False,True,True,False,True,False,True,True,True,3.27555131912231,0.461130176161061
breezy-sweep-60,finished,-,2024-10-15T04:42:18.000Z,6716,False,True,True,False,False,False,True,True,False,False,3.28482222557067,0.446533973919011
likely-sweep-31,finished,-,2024-10-14T19:34:16.000Z,7683,True,False,True,False,True,True,False,True,False,False,3.33846426010131,0.456966369251887
fast-sweep-300,finished,-,2024-10-18T05:34:42.000Z,7784,True,False,True,False,True,True,False,True,False,False,3.33846426010131,0.456966369251887
swept-sweep-236,finished,-,2024-10-17T10:00:20.000Z,7061,False,False,True,True,False,False,True,True,False,False,3.35791015625,0.43454587051018
trim-sweep-202,finished,-,2024-10-16T23:43:37.000Z,7686,True,False,True,True,False,True,False,True,False,False,3.37739372253417,0.449759780370624
jolly-sweep-223,finished,-,2024-10-17T06:09:11.000Z,6204,True,False,True,True,False,True,False,True,True,True,3.3870358467102,0.437336993822923
decent-sweep-247,finished,-,2024-10-17T13:29:37.000Z,6224,True,False,True,True,False,True,False,True,True,True,3.3870358467102,0.437336993822923
dandy-sweep-243,finished,-,2024-10-17T12:03:25.000Z,5789,True,True,True,True,False,False,False,True,True,True,3.5502541065216,0.414070006863418
curious-sweep-154,finished,-,2024-10-16T09:25:47.000Z,5779,True,True,True,False,False,True,True,True,True,True,3.55802655220031,0.41596888583848
twilight-sweep-112,finished,-,2024-10-15T21:14:38.000Z,5726,True,True,True,False,False,True,True,True,True,True,3.55802655220031,0.41596888583848
comic-sweep-193,finished,-,2024-10-16T21:13:41.000Z,7148,True,True,True,False,False,True,False,True,False,True,3.55923414230346,0.410089224433768
decent-sweep-166,finished,-,2024-10-16T13:05:01.000Z,7477,False,False,True,False,True,False,False,True,False,False,3.65399026870727,0.390139556165637
fresh-sweep-15,finished,-,2024-10-14T15:00:04.000Z,7087,True,False,True,True,False,False,True,True,False,False,3.65966844558715,0.389453214367421
breezy-sweep-129,finished,-,2024-10-16T01:55:30.000Z,7411,True,True,True,True,True,True,False,True,False,False,3.6999123096466,0.402264927934111
magic-sweep-42,finished,-,2024-10-14T23:01:54.000Z,7440,True,False,True,True,True,False,False,True,False,False,3.70128417015075,0.39071150766415
revived-sweep-249,finished,-,2024-10-17T13:40:18.000Z,5948,False,True,True,False,True,False,False,True,True,False,3.79779195785522,0.42171127888355
fragrant-sweep-207,finished,-,2024-10-17T01:25:55.000Z,7121,False,True,True,True,True,False,False,True,False,False,3.81232213973999,0.378197208876687
electric-sweep-262,finished,-,2024-10-17T17:51:19.000Z,7092,True,True,True,False,True,False,False,True,False,False,3.81562232971191,0.373941889727751
toasty-sweep-360,finished,-,2024-10-18T22:35:52.000Z,7142,True,True,True,True,True,False,False,True,False,False,3.95881700515747,0.358682223747426
lyric-sweep-20,finished,-,2024-10-14T16:22:04.000Z,7335,False,True,True,True,True,True,False,True,False,False,3.98791170120239,0.359071150766415
denim-sweep-277,finished,-,2024-10-17T22:34:00.000Z,7340,False,True,True,True,True,True,False,True,False,False,3.98791170120239,0.359071150766415
soft-sweep-219,finished,-,2024-10-17T04:40:54.000Z,7322,False,True,True,True,True,True,False,True,False,False,3.98791170120239,0.359071150766415
cosmic-sweep-289,finished,-,2024-10-18T02:09:05.000Z,7081,False,True,True,True,True,True,True,True,False,False,4.03269815444946,0.34914207275223
blooming-sweep-128,finished,-,2024-10-16T01:55:15.000Z,7201,False,True,True,True,False,True,False,True,False,False,4.07119464874267,0.359963395104095
serene-sweep-162,finished,-,2024-10-16T11:40:39.000Z,7207,False,True,True,True,False,True,False,True,False,False,4.07119464874267,0.359963395104095
fearless-sweep-75,finished,-,2024-10-15T10:03:04.000Z,7051,False,True,True,False,True,False,False,True,False,False,4.1112117767333896,0.340036604895904
cerulean-sweep-180,finished,-,2024-10-16T16:58:55.000Z,7281,False,True,True,False,False,True,False,True,False,False,4.12225198745727,0.346419583619309
legendary-sweep-252,finished,-,2024-10-17T15:00:26.000Z,7068,False,True,True,False,True,True,True,True,False,False,4.22642946243286,0.32612674445207
faithful-sweep-318,finished,-,2024-10-18T10:57:47.000Z,7074,False,True,True,False,True,True,True,True,False,False,4.22642946243286,0.32612674445207
revived-sweep-59,finished,-,2024-10-15T04:08:33.000Z,7022,True,True,True,True,False,False,False,True,False,False,4.27574968338012,0.313635323724548
sleek-sweep-215,finished,-,2024-10-17T03:50:22.000Z,7150,True,True,True,False,True,True,True,True,False,False,4.3669376373291,0.310729810112102
vivid-sweep-305,finished,-,2024-10-18T07:10:07.000Z,7002,False,True,True,True,False,True,True,True,False,False,4.47993040084838,0.300960878517501
misty-sweep-64,finished,-,2024-10-15T05:35:50.000Z,6980,False,True,True,False,False,False,False,True,False,False,4.49527215957641,0.290414092884923
usual-sweep-242,finished,-,2024-10-17T11:58:08.000Z,6120,True,False,True,True,True,True,True,True,True,False,4.62847232818603,0.349279341111873
fluent-sweep-165,finished,-,2024-10-16T12:47:02.000Z,7430,True,False,True,False,True,True,True,True,False,False,4.69146251678466,0.276321207961564
glad-sweep-364,finished,-,2024-10-18T23:37:32.000Z,5835,False,True,True,False,False,False,False,True,True,False,5.21580648422241,0.239258750857927
daily-sweep-105,finished,-,2024-10-15T19:17:44.000Z,5986,True,True,True,True,True,False,False,True,True,False,5.97058963775634,0.183985358041638
floral-sweep-17,finished,-,2024-10-14T15:04:21.000Z,5793,False,True,True,True,False,True,True,True,True,True,5.97348833084106,0.199199267902081
glamorous-sweep-73,finished,-,2024-10-15T09:44:50.000Z,7372,True,False,True,True,False,True,True,True,False,False,6.04811477661132,0.170944863875543
feasible-sweep-336,finished,-,2024-10-18T16:18:29.000Z,5493,False,True,True,False,False,False,True,True,True,True,6.25225114822387,0.17172271791352
stoic-sweep-49,finished,-,2024-10-15T01:10:48.000Z,6981,False,False,True,False,False,False,True,True,False,True,6.6109504699707,0.105284831846259
trim-sweep-239,finished,-,2024-10-17T10:51:13.000Z,7276,False,False,True,False,False,True,True,True,False,True,6.65447950363159,0.102059025394646
azure-sweep-225,finished,-,2024-10-17T06:43:03.000Z,5833,False,True,True,True,True,True,True,True,True,True,6.72753524780273,0.0911004346831388
atomic-sweep-325,finished,-,2024-10-18T13:09:38.000Z,5577,False,True,True,False,False,False,True,True,True,False,6.78893995285034,0.0810112102493708
vibrant-sweep-210,finished,-,2024-10-17T02:32:28.000Z,5848,False,True,True,True,False,False,False,True,True,False,6.99712610244751,0.0467627545184168
misty-sweep-55,finished,-,2024-10-15T03:10:37.000Z,6904,True,True,True,False,True,True,True,True,False,True,7.00792169570922,0.0521390986044383
helpful-sweep-22,finished,-,2024-10-14T16:45:02.000Z,6189,True,True,True,True,False,True,True,True,True,False,7.04945707321167,0.0418668496911461
effortless-sweep-7,finished,-,2024-10-14T12:42:44.000Z,5846,False,True,True,False,True,False,False,True,True,True,7.06397247314453,0.0494166094715168
swift-sweep-218,finished,-,2024-10-17T04:38:10.000Z,7443,True,False,True,True,True,True,True,True,False,False,7.08108234405517,0.0418668496911461
legendary-sweep-350,finished,-,2024-10-18T19:50:38.000Z,6222,False,True,True,True,True,True,False,True,True,False,7.08268070220947,0.0418668496911461
lemon-sweep-159,finished,-,2024-10-16T11:02:16.000Z,6064,False,False,True,True,False,True,True,True,True,False,7.08492231369018,0.0418668496911461
silver-sweep-2,finished,-,2024-10-14T11:05:04.000Z,7336,True,False,True,False,False,True,True,True,False,False,7.0855770111083896,0.0418668496911461
pious-sweep-201,finished,-,2024-10-16T23:43:30.000Z,6137,False,False,True,False,True,True,True,True,True,False,7.08642387390136,0.0418668496911461
kind-sweep-241,finished,-,2024-10-17T11:43:20.000Z,6006,False,False,True,False,False,True,True,True,True,False,7.0881667137146,0.0418668496911461
efficient-sweep-142,finished,-,2024-10-16T05:52:43.000Z,5989,False,False,True,False,False,True,True,True,True,False,7.0881667137146,0.0418668496911461
woven-sweep-230,finished,-,2024-10-17T08:20:22.000Z,5988,True,False,True,False,False,True,True,True,True,False,7.08855295181274,0.0418668496911461
dark-sweep-354,finished,-,2024-10-18T20:55:05.000Z,6041,True,True,True,False,False,True,False,True,True,True,7.11235857009887,0.0444749485243651
astral-sweep-62,finished,-,2024-10-15T04:59:42.000Z,7436,True,False,True,False,True,False,False,True,False,False,7.5066585540771396,0.0382521162205444
revived-sweep-334,finished,-,2024-10-18T15:41:19.000Z,7076,True,True,True,False,False,True,False,True,False,True,10.2157135009765,0.0322123083962479
dauntless-sweep-8,finished,-,2024-10-14T12:44:01.000Z,7184,True,True,True,True,False,True,False,True,False,False,11.0439186096191,0.0104781514527568
eager-sweep-3,finished,-,2024-10-14T11:05:07.000Z,6884,True,True,True,True,False,False,False,True,False,True,11.8273735046386,0.0274994280485014
pretty-sweep-82,finished,-,2024-10-15T12:03:01.000Z,7255,False,False,True,True,False,False,False,True,False,True,14.4982662200927,0.0316861130176161
devoted-sweep-78,finished,-,2024-10-15T11:32:11.000Z,6274,True,False,True,True,False,True,False,True,True,False,14.5458288192749,0.0176389842141386
